CODIGO_ESTACION,NOMBRE_ESTACION,NUCLEO_CERCANIAS,TRAMO_HORARIO,VIAJEROS_SUBIDOS,VIAJEROS_BAJADOS
4040,ZARAGOZA DELICIAS,ZARAGOZA,06:00 - 06:30,3,0
4040,ZARAGOZA DELICIAS,ZARAGOZA,07:00 - 07:30,3,10
4040,ZARAGOZA DELICIAS,ZARAGOZA,07:30 - 08:00,4,21
4040,ZARAGOZA DELICIAS,ZARAGOZA,08:00 - 08:30,0,15
4040,ZARAGOZA DELICIAS,ZARAGOZA,08:30 - 09:00,37,19
4040,ZARAGOZA DELICIAS,ZARAGOZA,09:00 - 09:30,4,6
4040,ZARAGOZA DELICIAS,ZARAGOZA,09:30 - 10:00,5,10
4040,ZARAGOZA DELICIAS,ZARAGOZA,10:00 - 10:30,5,6
4040,ZARAGOZA DELICIAS,ZARAGOZA,10:30 - 11:00,1,2
4040,ZARAGOZA DELICIAS,ZARAGOZA,11:00 - 11:30,13,5
4040,ZARAGOZA DELICIAS,ZARAGOZA,11:30 - 12:00,2,0
4040,ZARAGOZA DELICIAS,ZARAGOZA,12:00 - 12:30,2,1
4040,ZARAGOZA DELICIAS,ZARAGOZA,12:30 - 13:00,7,3
4040,ZARAGOZA DELICIAS,ZARAGOZA,13:00 - 13:30,10,2
4040,ZARAGOZA DELICIAS,ZARAGOZA,13:30 - 14:00,3,5
4040,ZARAGOZA DELICIAS,ZARAGOZA,14:00 - 14:30,4,30
4040,ZARAGOZA DELICIAS,ZARAGOZA,14:30 - 15:00,1,3
4040,ZARAGOZA DELICIAS,ZARAGOZA,15:00 - 15:30,4,1
4040,ZARAGOZA DELICIAS,ZARAGOZA,15:30 - 16:00,3,6
4040,ZARAGOZA DELICIAS,ZARAGOZA,16:00 - 16:30,8,8
4040,ZARAGOZA DELICIAS,ZARAGOZA,16:30 - 17:00,5,2
4040,ZARAGOZA DELICIAS,ZARAGOZA,17:00 - 17:30,6,5
4040,ZARAGOZA DELICIAS,ZARAGOZA,17:30 - 18:00,5,10
4040,ZARAGOZA DELICIAS,ZARAGOZA,18:00 - 18:30,7,1
4040,ZARAGOZA DELICIAS,ZARAGOZA,18:30 - 19:00,3,8
4040,ZARAGOZA DELICIAS,ZARAGOZA,19:00 - 19:30,1,4
4040,ZARAGOZA DELICIAS,ZARAGOZA,19:30 - 20:00,2,3
4040,ZARAGOZA DELICIAS,ZARAGOZA,20:00 - 20:30,8,3
4040,ZARAGOZA DELICIAS,ZARAGOZA,20:30 - 21:00,9,7
4040,ZARAGOZA DELICIAS,ZARAGOZA,21:00 - 21:30,0,5
4040,ZARAGOZA DELICIAS,ZARAGOZA,21:30 - 22:00,2,1
4040,ZARAGOZA DELICIAS,ZARAGOZA,22:00 - 22:30,3,2
4040,ZARAGOZA DELICIAS,ZARAGOZA,22:30 - 23:00,3,0
4040,ZARAGOZA DELICIAS,ZARAGOZA,23:00 - 23:30,0,0
5102,SAN XOAN,GALICIA AM,06:30 - 07:00,0,0
5102,SAN XOAN,GALICIA AM,07:30 - 08:00,0,1
5102,SAN XOAN,GALICIA AM,08:00 - 08:30,2,2
5102,SAN XOAN,GALICIA AM,08:30 - 09:00,0,0
5102,SAN XOAN,GALICIA AM,09:00 - 09:30,1,0
5102,SAN XOAN,GALICIA AM,09:30 - 10:00,0,2
5102,SAN XOAN,GALICIA AM,10:00 - 10:30,0,0
5102,SAN XOAN,GALICIA AM,10:30 - 11:00,1,0
5102,SAN XOAN,GALICIA AM,11:00 - 11:30,0,1
5102,SAN XOAN,GALICIA AM,11:30 - 12:00,1,0
5102,SAN XOAN,GALICIA AM,12:00 - 12:30,0,2
5102,SAN XOAN,GALICIA AM,12:30 - 13:00,0,0
5102,SAN XOAN,GALICIA AM,13:00 - 13:30,1,0
5102,SAN XOAN,GALICIA AM,13:30 - 14:00,0,0
5102,SAN XOAN,GALICIA AM,14:00 - 14:30,0,1
5102,SAN XOAN,GALICIA AM,14:30 - 15:00,0,0
5102,SAN XOAN,GALICIA AM,15:00 - 15:30,0,0
5102,SAN XOAN,GALICIA AM,15:30 - 16:00,2,4
5102,SAN XOAN,GALICIA AM,16:00 - 16:30,2,1
5102,SAN XOAN,GALICIA AM,16:30 - 17:00,1,2
5102,SAN XOAN,GALICIA AM,17:00 - 17:30,0,0
5102,SAN XOAN,GALICIA AM,17:30 - 18:00,0,0
5102,SAN XOAN,GALICIA AM,18:00 - 18:30,0,1
5102,SAN XOAN,GALICIA AM,18:30 - 19:00,0,0
5102,SAN XOAN,GALICIA AM,19:00 - 19:30,2,0
5102,SAN XOAN,GALICIA AM,19:30 - 20:00,0,2
5102,SAN XOAN,GALICIA AM,20:00 - 20:30,1,0
5102,SAN XOAN,GALICIA AM,20:30 - 21:00,0,0
5102,SAN XOAN,GALICIA AM,21:00 - 21:30,0,0
5102,SAN XOAN,GALICIA AM,21:30 - 22:00,0,1
5102,SAN XOAN,GALICIA AM,22:00 - 22:30,0,0
5103,SANTA ICIA,GALICIA AM,06:30 - 07:00,0,0
5103,SANTA ICIA,GALICIA AM,07:30 - 08:00,4,0
5103,SANTA ICIA,GALICIA AM,08:00 - 08:30,3,1
5103,SANTA ICIA,GALICIA AM,08:30 - 09:00,0,0
5103,SANTA ICIA,GALICIA AM,09:00 - 09:30,1,0
5103,SANTA ICIA,GALICIA AM,09:30 - 10:00,0,1
5103,SANTA ICIA,GALICIA AM,10:00 - 10:30,0,0
5103,SANTA ICIA,GALICIA AM,10:30 - 11:00,1,0
5103,SANTA ICIA,GALICIA AM,11:00 - 11:30,1,0
5103,SANTA ICIA,GALICIA AM,11:30 - 12:00,1,0
5103,SANTA ICIA,GALICIA AM,12:30 - 13:00,0,1
5103,SANTA ICIA,GALICIA AM,13:00 - 13:30,1,0
5103,SANTA ICIA,GALICIA AM,13:30 - 14:00,0,0
5103,SANTA ICIA,GALICIA AM,14:00 - 14:30,1,1
5103,SANTA ICIA,GALICIA AM,14:30 - 15:00,0,1
5103,SANTA ICIA,GALICIA AM,15:00 - 15:30,1,0
5103,SANTA ICIA,GALICIA AM,15:30 - 16:00,1,0
5103,SANTA ICIA,GALICIA AM,16:00 - 16:30,4,2
5103,SANTA ICIA,GALICIA AM,16:30 - 17:00,0,0
5103,SANTA ICIA,GALICIA AM,17:00 - 17:30,0,0
5103,SANTA ICIA,GALICIA AM,17:30 - 18:00,0,0
5103,SANTA ICIA,GALICIA AM,18:00 - 18:30,0,4
5103,SANTA ICIA,GALICIA AM,18:30 - 19:00,0,0
5103,SANTA ICIA,GALICIA AM,19:00 - 19:30,2,3
5103,SANTA ICIA,GALICIA AM,19:30 - 20:00,0,0
5103,SANTA ICIA,GALICIA AM,20:00 - 20:30,2,0
5103,SANTA ICIA,GALICIA AM,20:30 - 21:00,0,0
5103,SANTA ICIA,GALICIA AM,21:00 - 21:30,2,1
5103,SANTA ICIA,GALICIA AM,21:30 - 22:00,0,0
5103,SANTA ICIA,GALICIA AM,22:00 - 22:30,0,0
5104,VIRXE DO MAR,GALICIA AM,06:00 - 06:30,0,0
5104,VIRXE DO MAR,GALICIA AM,06:30 - 07:00,0,0
5104,VIRXE DO MAR,GALICIA AM,07:00 - 07:30,0,0
5104,VIRXE DO MAR,GALICIA AM,07:30 - 08:00,1,0
5104,VIRXE DO MAR,GALICIA AM,08:00 - 08:30,4,0
5104,VIRXE DO MAR,GALICIA AM,08:30 - 09:00,0,0
5104,VIRXE DO MAR,GALICIA AM,09:00 - 09:30,1,0
5104,VIRXE DO MAR,GALICIA AM,09:30 - 10:00,0,0
5104,VIRXE DO MAR,GALICIA AM,10:00 - 10:30,1,0
5104,VIRXE DO MAR,GALICIA AM,10:30 - 11:00,0,0
5104,VIRXE DO MAR,GALICIA AM,11:00 - 11:30,0,0
5104,VIRXE DO MAR,GALICIA AM,11:30 - 12:00,0,0
5104,VIRXE DO MAR,GALICIA AM,12:30 - 13:00,0,0
5104,VIRXE DO MAR,GALICIA AM,13:00 - 13:30,0,1
5104,VIRXE DO MAR,GALICIA AM,14:00 - 14:30,0,3
5104,VIRXE DO MAR,GALICIA AM,14:30 - 15:00,0,2
5104,VIRXE DO MAR,GALICIA AM,15:00 - 15:30,2,0
5104,VIRXE DO MAR,GALICIA AM,15:30 - 16:00,2,0
5104,VIRXE DO MAR,GALICIA AM,16:00 - 16:30,1,0
5104,VIRXE DO MAR,GALICIA AM,16:30 - 17:00,0,1
5104,VIRXE DO MAR,GALICIA AM,17:00 - 17:30,1,0
5104,VIRXE DO MAR,GALICIA AM,17:30 - 18:00,0,0
5104,VIRXE DO MAR,GALICIA AM,18:00 - 18:30,0,0
5104,VIRXE DO MAR,GALICIA AM,18:30 - 19:00,1,0
5104,VIRXE DO MAR,GALICIA AM,19:00 - 19:30,0,0
5104,VIRXE DO MAR,GALICIA AM,19:30 - 20:00,1,0
5104,VIRXE DO MAR,GALICIA AM,20:00 - 20:30,0,0
5104,VIRXE DO MAR,GALICIA AM,20:30 - 21:00,0,0
5104,VIRXE DO MAR,GALICIA AM,21:00 - 21:30,0,0
5104,VIRXE DO MAR,GALICIA AM,22:00 - 22:30,0,0
5105,PIÑEIROS,GALICIA AM,06:00 - 06:30,0,0
5105,PIÑEIROS,GALICIA AM,06:30 - 07:00,0,0
5105,PIÑEIROS,GALICIA AM,07:30 - 08:00,0,4
5105,PIÑEIROS,GALICIA AM,08:00 - 08:30,5,2
5105,PIÑEIROS,GALICIA AM,08:30 - 09:00,3,1
5105,PIÑEIROS,GALICIA AM,09:00 - 09:30,2,0
5105,PIÑEIROS,GALICIA AM,09:30 - 10:00,0,3
5105,PIÑEIROS,GALICIA AM,10:00 - 10:30,1,0
5105,PIÑEIROS,GALICIA AM,10:30 - 11:00,0,0
5105,PIÑEIROS,GALICIA AM,11:00 - 11:30,0,0
5105,PIÑEIROS,GALICIA AM,11:30 - 12:00,1,0
5105,PIÑEIROS,GALICIA AM,12:30 - 13:00,1,1
5105,PIÑEIROS,GALICIA AM,13:00 - 13:30,3,0
5105,PIÑEIROS,GALICIA AM,13:30 - 14:00,0,0
5105,PIÑEIROS,GALICIA AM,14:00 - 14:30,4,1
5105,PIÑEIROS,GALICIA AM,14:30 - 15:00,0,0
5105,PIÑEIROS,GALICIA AM,15:00 - 15:30,1,0
5105,PIÑEIROS,GALICIA AM,15:30 - 16:00,1,2
5105,PIÑEIROS,GALICIA AM,16:00 - 16:30,1,4
5105,PIÑEIROS,GALICIA AM,16:30 - 17:00,1,0
5105,PIÑEIROS,GALICIA AM,17:00 - 17:30,3,0
5105,PIÑEIROS,GALICIA AM,17:30 - 18:00,0,0
5105,PIÑEIROS,GALICIA AM,18:00 - 18:30,3,1
5105,PIÑEIROS,GALICIA AM,18:30 - 19:00,1,2
5105,PIÑEIROS,GALICIA AM,19:00 - 19:30,6,1
5105,PIÑEIROS,GALICIA AM,19:30 - 20:00,0,0
5105,PIÑEIROS,GALICIA AM,20:00 - 20:30,1,3
5105,PIÑEIROS,GALICIA AM,20:30 - 21:00,0,0
5105,PIÑEIROS,GALICIA AM,21:00 - 21:30,0,3
5105,PIÑEIROS,GALICIA AM,21:30 - 22:00,0,0
5105,PIÑEIROS,GALICIA AM,22:00 - 22:30,0,0
5106,O PONTO,GALICIA AM,00:00 - 00:30,0,0
5106,O PONTO,GALICIA AM,06:30 - 07:00,0,0
5106,O PONTO,GALICIA AM,07:30 - 08:00,0,0
5106,O PONTO,GALICIA AM,08:00 - 08:30,1,0
5106,O PONTO,GALICIA AM,08:30 - 09:00,0,0
5106,O PONTO,GALICIA AM,09:00 - 09:30,0,0
5106,O PONTO,GALICIA AM,09:30 - 10:00,0,0
5106,O PONTO,GALICIA AM,10:00 - 10:30,0,0
5106,O PONTO,GALICIA AM,10:30 - 11:00,0,0
5106,O PONTO,GALICIA AM,11:00 - 11:30,1,1
5106,O PONTO,GALICIA AM,11:30 - 12:00,0,0
5106,O PONTO,GALICIA AM,12:30 - 13:00,0,0
5106,O PONTO,GALICIA AM,13:00 - 13:30,0,2
5106,O PONTO,GALICIA AM,13:30 - 14:00,0,0
5106,O PONTO,GALICIA AM,14:00 - 14:30,0,0
5106,O PONTO,GALICIA AM,14:30 - 15:00,0,1
5106,O PONTO,GALICIA AM,15:00 - 15:30,0,0
5106,O PONTO,GALICIA AM,15:30 - 16:00,0,1
5106,O PONTO,GALICIA AM,16:00 - 16:30,1,1
5106,O PONTO,GALICIA AM,16:30 - 17:00,1,0
5106,O PONTO,GALICIA AM,17:00 - 17:30,0,0
5106,O PONTO,GALICIA AM,17:30 - 18:00,0,0
5106,O PONTO,GALICIA AM,18:00 - 18:30,0,0
5106,O PONTO,GALICIA AM,18:30 - 19:00,0,0
5106,O PONTO,GALICIA AM,19:00 - 19:30,0,1
5106,O PONTO,GALICIA AM,19:30 - 20:00,0,1
5106,O PONTO,GALICIA AM,20:00 - 20:30,0,0
5106,O PONTO,GALICIA AM,20:30 - 21:00,0,0
5106,O PONTO,GALICIA AM,21:00 - 21:30,0,0
5106,O PONTO,GALICIA AM,21:30 - 22:00,0,0
5106,O PONTO,GALICIA AM,22:00 - 22:30,0,0
5107,XUVIA,GALICIA AM,00:00 - 00:30,1,3
5107,XUVIA,GALICIA AM,06:30 - 07:00,0,0
5107,XUVIA,GALICIA AM,07:00 - 07:30,0,0
5107,XUVIA,GALICIA AM,07:30 - 08:00,0,1
5107,XUVIA,GALICIA AM,08:30 - 09:00,0,1
5107,XUVIA,GALICIA AM,09:00 - 09:30,1,0
5107,XUVIA,GALICIA AM,09:30 - 10:00,0,1
5107,XUVIA,GALICIA AM,10:00 - 10:30,0,0
5107,XUVIA,GALICIA AM,10:30 - 11:00,0,0
5107,XUVIA,GALICIA AM,11:00 - 11:30,0,0
5107,XUVIA,GALICIA AM,11:30 - 12:00,0,0
5107,XUVIA,GALICIA AM,12:00 - 12:30,1,0
5107,XUVIA,GALICIA AM,12:30 - 13:00,0,7
5107,XUVIA,GALICIA AM,13:00 - 13:30,7,1
5107,XUVIA,GALICIA AM,13:30 - 14:00,0,0
5107,XUVIA,GALICIA AM,14:30 - 15:00,0,1
5107,XUVIA,GALICIA AM,15:00 - 15:30,0,1
5107,XUVIA,GALICIA AM,15:30 - 16:00,0,0
5107,XUVIA,GALICIA AM,16:00 - 16:30,0,1
5107,XUVIA,GALICIA AM,16:30 - 17:00,0,0
5107,XUVIA,GALICIA AM,17:00 - 17:30,3,3
5107,XUVIA,GALICIA AM,17:30 - 18:00,0,1
5107,XUVIA,GALICIA AM,18:00 - 18:30,4,1
5107,XUVIA,GALICIA AM,18:30 - 19:00,0,0
5107,XUVIA,GALICIA AM,19:00 - 19:30,1,1
5107,XUVIA,GALICIA AM,19:30 - 20:00,0,0
5107,XUVIA,GALICIA AM,20:00 - 20:30,1,0
5107,XUVIA,GALICIA AM,20:30 - 21:00,0,0
5107,XUVIA,GALICIA AM,21:00 - 21:30,0,0
5107,XUVIA,GALICIA AM,21:30 - 22:00,2,0
5107,XUVIA,GALICIA AM,22:00 - 22:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,06:30 - 07:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,07:30 - 08:00,0,1
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,08:00 - 08:30,3,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,08:30 - 09:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,09:00 - 09:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,09:30 - 10:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,10:00 - 10:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,10:30 - 11:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,11:00 - 11:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,11:30 - 12:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,12:30 - 13:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,13:00 - 13:30,1,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,13:30 - 14:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,14:00 - 14:30,1,2
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,14:30 - 15:00,0,1
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,15:00 - 15:30,1,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,15:30 - 16:00,1,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,16:00 - 16:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,16:30 - 17:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,17:00 - 17:30,1,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,17:30 - 18:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,18:00 - 18:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,18:30 - 19:00,0,1
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,19:00 - 19:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,19:30 - 20:00,0,1
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,20:00 - 20:30,1,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,20:30 - 21:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,21:00 - 21:30,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,21:30 - 22:00,0,0
5108,O ALTO DO CASTIÑEIRO,GALICIA AM,22:00 - 22:30,0,0
5109,FERRERIAS,GALICIA AM,00:00 - 00:30,0,0
5109,FERRERIAS,GALICIA AM,06:30 - 07:00,0,0
5109,FERRERIAS,GALICIA AM,07:00 - 07:30,0,0
5109,FERRERIAS,GALICIA AM,07:30 - 08:00,0,0
5109,FERRERIAS,GALICIA AM,08:30 - 09:00,0,0
5109,FERRERIAS,GALICIA AM,09:30 - 10:00,0,0
5109,FERRERIAS,GALICIA AM,11:00 - 11:30,0,0
5109,FERRERIAS,GALICIA AM,12:00 - 12:30,0,0
5109,FERRERIAS,GALICIA AM,13:00 - 13:30,0,0
5109,FERRERIAS,GALICIA AM,14:00 - 14:30,0,0
5109,FERRERIAS,GALICIA AM,14:30 - 15:00,0,0
5109,FERRERIAS,GALICIA AM,15:30 - 16:00,0,0
5109,FERRERIAS,GALICIA AM,16:00 - 16:30,0,0
5109,FERRERIAS,GALICIA AM,16:30 - 17:00,0,0
5109,FERRERIAS,GALICIA AM,18:00 - 18:30,0,0
5109,FERRERIAS,GALICIA AM,18:30 - 19:00,0,0
5109,FERRERIAS,GALICIA AM,19:00 - 19:30,0,0
5109,FERRERIAS,GALICIA AM,20:00 - 20:30,0,0
5109,FERRERIAS,GALICIA AM,21:00 - 21:30,0,0
5109,FERRERIAS,GALICIA AM,21:30 - 22:00,0,0
5109,FERRERIAS,GALICIA AM,22:00 - 22:30,0,0
5111,SEDES,GALICIA AM,06:00 - 06:30,0,0
5111,SEDES,GALICIA AM,07:00 - 07:30,0,0
5111,SEDES,GALICIA AM,07:30 - 08:00,1,0
5111,SEDES,GALICIA AM,08:30 - 09:00,0,0
5111,SEDES,GALICIA AM,09:30 - 10:00,3,0
5111,SEDES,GALICIA AM,11:00 - 11:30,0,2
5111,SEDES,GALICIA AM,12:00 - 12:30,1,2
5111,SEDES,GALICIA AM,13:00 - 13:30,0,1
5111,SEDES,GALICIA AM,14:00 - 14:30,0,0
5111,SEDES,GALICIA AM,14:30 - 15:00,0,1
5111,SEDES,GALICIA AM,15:00 - 15:30,0,0
5111,SEDES,GALICIA AM,16:00 - 16:30,0,1
5111,SEDES,GALICIA AM,16:30 - 17:00,0,0
5111,SEDES,GALICIA AM,18:00 - 18:30,0,0
5111,SEDES,GALICIA AM,18:30 - 19:00,0,0
5111,SEDES,GALICIA AM,19:00 - 19:30,1,0
5111,SEDES,GALICIA AM,20:00 - 20:30,0,0
5111,SEDES,GALICIA AM,21:30 - 22:00,0,0
5111,SEDES,GALICIA AM,22:00 - 22:30,0,0
5113,PEDROSO DE NARON,GALICIA AM,06:30 - 07:00,0,0
5113,PEDROSO DE NARON,GALICIA AM,07:00 - 07:30,1,0
5113,PEDROSO DE NARON,GALICIA AM,07:30 - 08:00,10,0
5113,PEDROSO DE NARON,GALICIA AM,08:30 - 09:00,0,0
5113,PEDROSO DE NARON,GALICIA AM,09:30 - 10:00,3,0
5113,PEDROSO DE NARON,GALICIA AM,11:00 - 11:30,0,0
5113,PEDROSO DE NARON,GALICIA AM,12:00 - 12:30,2,1
5113,PEDROSO DE NARON,GALICIA AM,13:00 - 13:30,0,1
5113,PEDROSO DE NARON,GALICIA AM,14:00 - 14:30,1,1
5113,PEDROSO DE NARON,GALICIA AM,14:30 - 15:00,1,1
5113,PEDROSO DE NARON,GALICIA AM,15:30 - 16:00,0,3
5113,PEDROSO DE NARON,GALICIA AM,16:00 - 16:30,1,1
5113,PEDROSO DE NARON,GALICIA AM,16:30 - 17:00,0,0
5113,PEDROSO DE NARON,GALICIA AM,18:00 - 18:30,1,0
5113,PEDROSO DE NARON,GALICIA AM,18:30 - 19:00,0,8
5113,PEDROSO DE NARON,GALICIA AM,19:00 - 19:30,2,1
5113,PEDROSO DE NARON,GALICIA AM,20:00 - 20:30,0,2
5113,PEDROSO DE NARON,GALICIA AM,21:30 - 22:00,0,1
5113,PEDROSO DE NARON,GALICIA AM,22:00 - 22:30,0,0
5115,SAN SADURNIÑO,GALICIA AM,06:30 - 07:00,0,0
5115,SAN SADURNIÑO,GALICIA AM,07:00 - 07:30,1,0
5115,SAN SADURNIÑO,GALICIA AM,07:30 - 08:00,1,0
5115,SAN SADURNIÑO,GALICIA AM,08:30 - 09:00,0,0
5115,SAN SADURNIÑO,GALICIA AM,09:30 - 10:00,0,0
5115,SAN SADURNIÑO,GALICIA AM,11:00 - 11:30,0,1
5115,SAN SADURNIÑO,GALICIA AM,12:00 - 12:30,1,0
5115,SAN SADURNIÑO,GALICIA AM,13:30 - 14:00,0,0
5115,SAN SADURNIÑO,GALICIA AM,14:00 - 14:30,0,0
5115,SAN SADURNIÑO,GALICIA AM,14:30 - 15:00,0,0
5115,SAN SADURNIÑO,GALICIA AM,15:30 - 16:00,0,3
5115,SAN SADURNIÑO,GALICIA AM,16:00 - 16:30,0,1
5115,SAN SADURNIÑO,GALICIA AM,18:00 - 18:30,0,0
5115,SAN SADURNIÑO,GALICIA AM,18:30 - 19:00,0,6
5115,SAN SADURNIÑO,GALICIA AM,19:00 - 19:30,1,0
5115,SAN SADURNIÑO,GALICIA AM,19:30 - 20:00,0,0
5115,SAN SADURNIÑO,GALICIA AM,20:00 - 20:30,0,1
5115,SAN SADURNIÑO,GALICIA AM,21:00 - 21:30,0,0
5115,SAN SADURNIÑO,GALICIA AM,21:30 - 22:00,0,1
5115,SAN SADURNIÑO,GALICIA AM,22:00 - 22:30,0,0
5117,LAMAS,GALICIA AM,07:00 - 07:30,1,0
5117,LAMAS,GALICIA AM,08:30 - 09:00,0,0
5117,LAMAS,GALICIA AM,09:00 - 09:30,2,0
5117,LAMAS,GALICIA AM,11:00 - 11:30,0,1
5117,LAMAS,GALICIA AM,13:30 - 14:00,0,0
5117,LAMAS,GALICIA AM,14:00 - 14:30,0,0
5117,LAMAS,GALICIA AM,15:30 - 16:00,0,0
5117,LAMAS,GALICIA AM,16:00 - 16:30,0,0
5117,LAMAS,GALICIA AM,18:00 - 18:30,0,0
5117,LAMAS,GALICIA AM,19:30 - 20:00,0,1
5117,LAMAS,GALICIA AM,20:00 - 20:30,0,1
5117,LAMAS,GALICIA AM,21:00 - 21:30,0,0
5117,LAMAS,GALICIA AM,21:30 - 22:00,0,0
5119,APALLA,GALICIA AM,07:00 - 07:30,0,0
5119,APALLA,GALICIA AM,07:30 - 08:00,0,0
5119,APALLA,GALICIA AM,08:30 - 09:00,0,1
5119,APALLA,GALICIA AM,09:00 - 09:30,0,0
5119,APALLA,GALICIA AM,11:00 - 11:30,0,0
5119,APALLA,GALICIA AM,13:30 - 14:00,0,0
5119,APALLA,GALICIA AM,14:00 - 14:30,0,0
5119,APALLA,GALICIA AM,15:30 - 16:00,2,0
5119,APALLA,GALICIA AM,16:00 - 16:30,0,0
5119,APALLA,GALICIA AM,18:00 - 18:30,0,0
5119,APALLA,GALICIA AM,19:30 - 20:00,0,0
5119,APALLA,GALICIA AM,20:30 - 21:00,0,1
5119,APALLA,GALICIA AM,21:00 - 21:30,0,0
5119,APALLA,GALICIA AM,21:30 - 22:00,0,0
5121,MOECHE,GALICIA AM,00:00 - 00:30,0,0
5121,MOECHE,GALICIA AM,07:00 - 07:30,0,0
5121,MOECHE,GALICIA AM,07:30 - 08:00,0,0
5121,MOECHE,GALICIA AM,09:00 - 09:30,0,0
5121,MOECHE,GALICIA AM,11:00 - 11:30,0,0
5121,MOECHE,GALICIA AM,13:30 - 14:00,0,0
5121,MOECHE,GALICIA AM,14:00 - 14:30,0,0
5121,MOECHE,GALICIA AM,15:30 - 16:00,0,0
5121,MOECHE,GALICIA AM,16:00 - 16:30,0,0
5121,MOECHE,GALICIA AM,17:30 - 18:00,0,0
5121,MOECHE,GALICIA AM,19:30 - 20:00,0,0
5121,MOECHE,GALICIA AM,20:30 - 21:00,0,0
5121,MOECHE,GALICIA AM,21:00 - 21:30,0,0
5123,LABACENGOS,GALICIA AM,07:00 - 07:30,3,0
5123,LABACENGOS,GALICIA AM,09:00 - 09:30,0,0
5123,LABACENGOS,GALICIA AM,11:00 - 11:30,0,0
5123,LABACENGOS,GALICIA AM,13:30 - 14:00,0,0
5123,LABACENGOS,GALICIA AM,14:00 - 14:30,0,0
5123,LABACENGOS,GALICIA AM,15:30 - 16:00,0,0
5123,LABACENGOS,GALICIA AM,16:00 - 16:30,0,0
5123,LABACENGOS,GALICIA AM,17:30 - 18:00,0,0
5123,LABACENGOS,GALICIA AM,19:30 - 20:00,0,1
5123,LABACENGOS,GALICIA AM,20:00 - 20:30,0,0
5123,LABACENGOS,GALICIA AM,21:00 - 21:30,0,0
5123,LABACENGOS,GALICIA AM,21:30 - 22:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,07:00 - 07:30,0,0
5125,ENTRAMBARRIAS,GALICIA AM,09:00 - 09:30,0,0
5125,ENTRAMBARRIAS,GALICIA AM,11:30 - 12:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,13:30 - 14:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,14:00 - 14:30,1,0
5125,ENTRAMBARRIAS,GALICIA AM,15:30 - 16:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,16:00 - 16:30,0,1
5125,ENTRAMBARRIAS,GALICIA AM,17:30 - 18:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,19:30 - 20:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,20:30 - 21:00,0,0
5125,ENTRAMBARRIAS,GALICIA AM,21:00 - 21:30,0,0
5125,ENTRAMBARRIAS,GALICIA AM,21:30 - 22:00,0,0
5127,CERDIDO,GALICIA AM,00:00 - 00:30,0,0
5127,CERDIDO,GALICIA AM,07:00 - 07:30,1,0
5127,CERDIDO,GALICIA AM,09:00 - 09:30,0,0
5127,CERDIDO,GALICIA AM,11:30 - 12:00,0,0
5127,CERDIDO,GALICIA AM,13:30 - 14:00,0,0
5127,CERDIDO,GALICIA AM,15:30 - 16:00,1,0
5127,CERDIDO,GALICIA AM,16:00 - 16:30,0,2
5127,CERDIDO,GALICIA AM,17:30 - 18:00,0,0
5127,CERDIDO,GALICIA AM,19:30 - 20:00,0,0
5127,CERDIDO,GALICIA AM,20:30 - 21:00,0,0
